year,variable,lon,lat,TG,PG,t1,t2,t3,t4,t5,t6,t7,t8,t9,p1,p2,p3,p4,p5,p6,p7,p8,p9,SPEI1,SPEI2,SPEI3,SPEI4,SPEI5,SPEI6,SPEI7,SPEI8,SPEI9,SPEIG
1969,X1002,108.5,37.1,12.884888688506244,434.574626687092,3.817566255939931,5.000073765491052,8.934776519414646,12.825237734237348,16.59390380807231,22.323227855107607,25.03973009998764,22.32111235040656,18.562759614969476,47.434015708961894,37.35917688212497,58.264969289096946,65.14643794486156,40.343546043203006,50.444086587227844,33.8887125551056,47.865996446186756,53.14673366033174,1.7529096058434601,1.5575737161261245,1.6424983415632208,-0.5270919418720428,-0.24516506849901573,-1.6643054249219367,-0.7151555084189788,-1.4518292018451076,0.36553689663724154,0.07944126829032952
1970,X1002,108.5,37.1,12.021203998083502,403.4431092074011,1.7368724493629575,3.073302433339947,8.268417453913608,12.248761993302251,16.768633926037307,20.43666361375276,21.949650898207047,22.465489282281933,17.20418059003185,49.470166775380115,41.76265832462921,42.64777707834166,59.24700362191871,38.82116347916631,41.70057190857484,52.26593296280717,47.856125099711974,24.360790063490693,-1.6878867300316678,-0.6608312666100944,0.9102996644453665,0.6716730776826834,0.5195233607499855,0.6277440963358235,-0.9689447546225224,0.6010470932505538,-0.9212836967225428,-0.10096212839137941
1971,X1002,108.5,37.1,12.713919680708841,427.0773946314371,2.939220543194185,3.2143209577336274,7.634808550944532,13.586461631018905,18.26731477685837,20.7395702620522,24.74239305864004,21.841292137654328,17.729888563832308,42.65203762927593,38.21889188172624,59.13244946332323,64.30285880418013,49.23578601891402,62.71303301656413,44.64089331604349,48.536129831760995,48.76793641188363,-1.1567088886237218,0.4994568924625311,0.7096931401623692,-0.1734736346413268,-1.691751168112843,0.3677054943710771,-1.515013514150283,-0.8112698336357715,0.13142129245031492,-0.40443780219085035
1972,X1002,108.5,37.1,12.062135014270497,457.647066021807,1.8811668103533135,2.757737805677653,8.196512263133306,12.53139875849973,17.87205520852,20.76888055445694,23.01294807128233,20.866048078798656,18.634046538541927,65.89975589591984,50.53133382628749,49.601256275973455,21.547445558743235,61.20229963155049,56.478285813995875,58.97779270739168,46.797192449428735,46.15538575178933,-1.2354186458203336,0.7780097301850001,1.2521538786984636,1.1238828767630464,0.18725757600835297,-0.3266517021675272,-1.0519704233661038,-0.7017505196308544,0.4675504736350222,0.05478480492278518
1973,X1002,108.5,37.1,12.29117864983965,513.1561673894207,3.213063474499111,3.8097313441467238,7.318648998371646,11.852443975622716,18.143485006988847,20.872040723342277,23.72796903797285,21.838474554457914,17.565709975458407,62.29877166568765,66.87568438800332,71.34975323795535,70.1196412802372,51.71563684043015,55.54716457071743,45.28210098007438,54.66049905681319,57.260523380803775,-0.40395993492943094,-0.5035845684495059,1.0320801777524604,0.9074829450907496,0.39912204785204475,-1.2775106035629524,0.20093089950023382,-0.38423157094000376,1.315727460797091,0.14289520590118737
1974,X1002,108.5,37.1,11.719083701330655,425.14705234801414,1.2497634547278018,3.345824475762733,8.485146700128366,9.837196972389174,16.552641960346747,21.399660240624627,23.503177706137343,21.2798214128986,16.175261181856985,50.70069710672865,48.74892827450877,47.93259252227414,9.224779403391658,35.96683932297023,38.6063307435165,53.66865999159192,32.83096432531085,36.772285763397065,-0.15438400593240165,-1.2875951767798524,0.6428539051809659,-0.3914036798086067,1.832905932294317,-0.6297187170588883,-0.5762832031665642,0.8044382892693089,-0.6553369266664799,-0.04605817585202238
1975,X1002,108.5,37.1,13.07962732817687,466.8165976908903,2.836523376621819,4.950988930515207,11.36019351787094,13.47055081537523,18.20000894093001,21.973565924030158,24.90935695432108,21.864966277137455,17.93467690980341,23.53193629440834,46.534434595426696,60.34777898365031,65.69081924309555,57.92821323634376,58.268196769520785,34.70949595499705,45.08477274059403,66.61256101366459,-0.5238600104841304,-0.1359824020931157,-0.8055619863576818,-0.933751485490244,-0.47026922647970437,-0.661055965927149,0.9575017958168417,0.215369597889294,1.0188838264435174,-0.14874731740915242
1976,X1002,108.5,37.1,11.95510499866916,496.5181259281623,1.9722699779050845,5.426583705969915,7.9128840879806415,10.760383546938824,17.98248150096823,20.845914408170334,21.23341293493565,22.071260743764924,17.140087499355655,65.92980809197088,19.29374234654012,66.65737540979765,50.42271311126503,74.4311597378933,37.98587065027811,60.622069677891886,59.28586896623737,50.94753335607884,-0.7738059051086779,-0.37374502771110296,-0.3467202905624426,-1.2534380064376893,0.9929921700512451,-1.0922003464320973,1.0231909777800074,-1.7889345652509228,-0.17718978019187487,-0.4210945304292839
1977,X1002,108.5,37.1,12.480077386785679,446.8682251222577,3.245114090529125,4.3181996108194705,8.113733858558719,12.3206153188971,18.26488287124148,20.515591828277927,22.663542586940512,20.914718784847057,19.101876343494805,38.05457773075964,30.797708454866857,41.56303362713003,43.52747253306564,64.30658502598821,45.003032757831164,52.569717820677944,31.744226966331883,51.73185993140091,-1.6487962447192448,-0.31359504883286077,-0.7598709809829328,0.05827149716642897,0.6344087061386305,-1.335895950798125,-1.1364184282224241,0.193589005944582,0.6872857108024943,-0.4023357481670502
1978,X1002,108.5,37.1,13.146950078037916,428.6243307858927,1.9537671381091999,5.296250653686385,8.51123510372755,12.407413919984732,19.273491737530147,22.641923526107618,23.56448778661685,23.13198084976459,18.07840848754119,49.27588182121488,43.5655295092979,28.6243003665065,37.86142389282104,42.30495979032904,47.90604330553921,36.80198202107547,49.48777502181778,43.812211031036185,-0.7594751018898269,-1.2702761239644262,0.44649141639144774,0.4242433858229793,0.8002208817889809,0.5492882256302678,0.6241344547945086,0.3820786196601318,-1.7584096786004588,-0.06241154670737729
1979,X1002,108.5,37.1,12.503352448221458,390.20470152972405,3.598722108615884,4.492141468456324,9.519157124609611,11.67909461479427,17.429857075507307,21.71405184798857,23.238630731738645,22.653583968021394,18.689083213588162,33.0369437177541,16.97685307486333,59.362319341080344,35.43945558136151,54.58107490997298,49.87521095045536,41.189209967419906,47.15952584419067,31.950735304112193,0.08589715439278962,0.5940402047853834,-0.7743327263365275,-0.38029109711168085,0.31259351975132244,1.3232737096546197,-0.0031548398727755888,-0.4306598446089692,-0.14641577453445143,0.06455003401330119
1980,X1002,108.5,37.1,13.11407037880215,421.83950656674176,2.8738844611174583,4.608261756214266,8.950617150980356,13.285026860672366,18.941172940019044,20.414410151007033,24.558461511411778,22.40079847288203,18.5885263829064,59.267406178205576,56.82700640519178,48.45064408678281,55.2160456247842,37.437216921286726,46.19275542721283,62.0657672520034,38.978500987429946,48.84374793558763,-0.3691753722778006,-0.19510847021258867,0.4060711951465114,-0.26951890521340593,-0.003409146538131313,-0.5045832696124614,-1.8250283251709292,0.19309412822875205,0.43947003665123624,-0.23646534766653524
1981,X1002,108.5,37.1,13.237869385681618,442.2253814745185,2.122102560554123,4.634662830423024,9.670183261953003,13.170245777175158,18.46130209300863,21.955405274891447,25.733716516946558,24.620259794706815,17.492592885318988,58.226463428277235,52.17677739531659,49.271748750065434,40.53927360372691,65.3514598316452,60.78873690882598,34.565152970977365,62.97106657976192,48.75237079364487,-0.5977905740428394,-0.976577764577765,0.9448203118607358,0.3998955214355069,-0.8741463202683905,-0.8110977883309515,-0.38752310361359904,-0.5125060456403828,0.5277803121526269,-0.2541272723361176
1982,X1002,108.5,37.1,12.871494797233522,422.07400388558096,1.545487257413583,3.8042953837537157,9.567539204297882,12.075646418400746,17.96040295633,20.460968770191847,24.189142665763928,24.40711592169034,16.809041012431855,52.39408423398956,49.62173087398842,56.07595100438375,45.58470834948571,49.625360963494984,48.716852824337025,52.625539732549925,38.505984492605876,48.82159915668727,0.8103255974845255,1.1679905914246114,0.4957289155236749,-1.131956533961282,-1.55357817552007,0.40862556084060986,-1.011643753172907,0.8443346060858782,-0.2877843635611198,-0.028661950539564354
1983,X1002,108.5,37.1,13.159646377357191,532.5326649843516,3.109788237203962,5.066846068182012,9.970440736719414,14.010770399588946,19.52093291184739,22.316902072810127,23.65335281068333,23.165817303160548,17.66074302286138,61.56839314365949,50.48789923070267,68.19036067255513,66.1451976552518,60.560629148549076,59.42606157693181,57.205866927561146,72.29284814458873,71.04447093626854,0.14571685457777803,-0.8566498771059953,-1.176848319189612,0.28762071303773584,-0.6380619374163954,0.4759338723761218,-0.3866955373697608,0.7737543592386107,0.20741524447887036,-0.12975718081918297
1984,X1002,108.5,37.1,13.1892212247807,358.1437899082283,3.007581028120808,6.9626517313941685,7.18669241539115,13.86334299860883,18.523624217395856,23.217782068260092,24.0503477883602,24.141504776023005,19.162745868091726,41.761555361262026,28.15363565055276,48.92379977506639,30.059384481395885,38.41998872860346,49.26283687587286,50.71443149915458,36.314164702197836,46.06358379798539,-1.542536613885471,-0.4723809012694099,1.4689188959237782,1.3433880478461098,0.6692138364157875,-0.14183448580853825,0.8472603166461764,-0.023228192037787348,0.16822860749339733,0.2574477234804492
1985,X1002,108.5,37.1,12.860353163362443,416.47918775752805,3.4410930124179444,4.004395354902356,9.48102904671425,12.091871186904909,17.282692590644455,19.58767527871982,23.735486401969087,23.01170434330593,18.522011169805218,59.3842254033788,31.373331028097684,56.12374017719097,41.63512277039044,45.554864324315695,45.222781750667785,41.780318598195066,37.37635473756267,49.06763245853188,0.8111450446561498,-1.2597717127599937,-0.01945875637332236,-0.6290122546867031,1.0959217778185861,0.4935795469446793,1.5087051144253556,-1.5487650014491352,1.034196600361161,0.16517115099297527
1986,X1002,108.5,37.1,12.925066164195428,418.49306200818927,3.3164289590423905,6.177892782457448,10.208757463933761,13.582840727600713,17.131782415538726,22.172956926933455,24.19900422505942,23.91867946231033,17.793166020979527,46.65494694217981,39.96414218271013,53.180102318391526,44.34512422048252,48.359014999576914,41.8037289831821,46.9716252493452,35.69509906225109,48.108120780275506,-0.6025752242276486,0.6993285544282427,1.8474534185045268,0.8457012421214739,-1.1199225138336157,-0.35929671589850365,-1.6096950841174666,0.013570061891976485,-1.7742235493872753,-0.2288510900575878
1987,X1002,108.5,37.1,12.414449077718219,491.3502716135607,3.103278561275284,3.198155378545003,8.056496946642152,12.785238881657742,17.728443684126773,20.112715319951512,23.62245682344929,21.928166973058563,18.373383401674946,52.592676897218595,58.18734932795168,53.503268548917895,61.25891922691076,46.91378041363182,61.27700757051872,66.68410282380273,72.9500811027968,70.43237073330036,-0.5361218336838077,0.5771497234685808,0.8074972376516372,0.5900448553493571,0.7534784673878884,0.4239436135929929,-0.5452554077679013,0.2071105534304293,0.8467867012998639,0.34718154563656006
1988,X1002,108.5,37.1,13.114642157292307,403.64585979293423,2.4125475358923683,4.787248863898691,8.950791356056813,13.240460740015392,17.332966554648923,22.750606824577343,22.62859069787632,23.53760350630876,18.519868899388324,51.29052651832534,14.179663647746029,31.356785132831284,41.32257980292248,46.53236035504129,44.03562595613976,36.712073977286344,57.679979844688425,48.08983497288672,-0.3947549188231793,-0.9875715303389617,0.06821328991726196,1.258700440768004,0.03517982742396543,-0.032047433171445455,0.06628239464487327,0.12061586768592264,-0.23318657463445638,-0.010952070725335042
1989,X1002,108.5,37.1,12.57585799789272,508.66057236468583,3.085852079700512,6.2695647150919305,8.973902751466753,12.39082444308996,16.81918865322849,21.31186138015323,22.6535036364935,24.254130538773673,17.56223263029463,64.37840745484887,66.13752793202598,67.32699269849682,81.99653921021152,55.563722408490776,54.699220731886044,58.16264429362202,64.00325666145514,58.30661246702137,-0.26885126734807674,-0.7159373954349632,-0.7743494839237722,0.26947268336039604,-0.9988782499350921,-1.8140325985648686,0.11523952975326392,1.1626299176367487,0.6618109506348047,-0.2625439904246176
1990,X1002,108.5,37.1,12.9928448637672,463.6200732954473,1.6751523013982839,4.4411327322012495,10.335299831200656,13.940139861843965,17.423586726938073,23.396294670498595,23.41853215031635,22.334291232989937,19.221578918301102,64.59074201106951,45.627746451240334,51.02245323143213,48.09634166235468,56.55472702831658,67.18726066194418,56.834886900901445,50.37429736138221,38.0503413848345,0.7779631319183593,-1.2229471489491086,-0.18713306849562902,0.9582356438322627,0.8112254601483228,0.8387132753247712,0.6989212351823921,0.1458594613837427,0.3021546244217711,0.34699917941854275
1991,X1002,108.5,37.1,13.071828105888173,466.8030972888995,3.500017258692102,5.178490899644413,9.48287940385942,12.523971283200561,17.826262763689066,22.25622695470711,25.610638491942204,23.495020781191876,17.96403934850404,49.66477219186509,59.308665897347105,50.894397616452295,58.240820665333715,56.983051370809804,39.40623113787728,56.59486103709447,56.52324894998539,59.83368949093242,-0.8370833878319596,1.0941101001320168,-0.16679749129024285,1.9882743333680895,1.7524329545580741,-0.6080601917118509,-1.36921859489701,0.6972424445758336,-0.8199690336079428,0.19232568147722312
1992,X1002,108.5,37.1,13.529003009231145,468.69447510428387,2.366115816313087,6.154654404585943,9.63880374407976,13.858692308373117,19.748240289070196,22.42506527958145,25.13542039433765,23.05029207295743,18.06995906660706,49.89568876374447,45.873349876325214,57.75577888386113,38.842801242463345,60.37263534366505,44.461878027559315,55.854209538638514,40.202831285754556,56.85448763806015,1.0840074959436148,0.00977117294194641,1.548682238777974,-0.13990735194170767,0.4113677518798839,-0.9254669730976067,0.4384309028244546,-0.5681392927117446,-0.7203913135896711,0.12648384789190484
1993,X1002,108.5,37.1,13.737041443168366,396.6911657930465,3.6452266774255504,6.30727365443132,9.924298168141348,12.259179848842681,19.220168858906593,21.633842276442532,24.382439884251873,23.541647321140907,16.40101798691672,43.017790550864746,50.73557017083989,42.37595193888966,45.92609433323361,66.69466473708567,55.331198529411026,44.67065437634598,69.94688448485748,37.71308595523607,0.5196771080607744,-1.576623902906904,0.39832800502420895,-0.11141030941231621,0.06079326681873964,0.370481394978644,0.28000391499230254,-1.0726272421496699,-0.3833451365939972,-0.16830254457646865
1994,X1002,108.5,37.1,13.142424285592664,390.3329755585968,3.7844798459952997,6.648730133392733,9.385259113254623,12.72025375349657,16.300884716697986,20.92569768054313,24.413807376804993,24.152373515030668,17.966356790370877,28.497917940226365,34.660078176390655,37.648043141851744,24.044856981129215,40.26466826282165,52.2941982011632,26.552511460452283,37.77393008961519,23.12728786297901,-0.8191493432863268,-0.1480440290312527,1.021206212509489,0.4557086335819363,-1.183447701412052,0.09398130952015568,-0.3339334113361991,-0.01287012804787971,-0.19949482764965581,-0.1251159205724206
1995,X1002,108.5,37.1,13.30034882709964,454.74450546483087,3.9934956125321106,5.3936223364355005,10.652293395580118,13.715729774206341,19.482997094785503,22.876548845577034,23.762120238170112,24.294683144765596,19.247690529777913,21.806581181213947,45.04271382215447,64.95475834377815,61.07104766562432,35.922992182681334,59.114785426255764,67.7995162863658,56.59415150425778,35.76860551772448,-0.7838153341442157,0.40050437497472957,-0.21553496319514956,1.2776626762061136,0.7312487356497058,1.9631776765405726,1.020616912064627,0.5525373473003229,-0.3143343188329431,0.5146736785070848
1996,X1002,108.5,37.1,13.771784705183181,447.719933745558,2.9510646505382376,5.810321363981275,9.698300242518526,12.976952553416712,19.434055488766116,22.659442120580184,25.08825560343017,23.14705782019668,18.640047749030707,57.489920928938595,47.27837628526752,46.09324360603527,71.58979632948737,52.90860856074394,57.07972458391716,57.20903862560146,50.716295671720914,55.02290557856799,-0.9730118015152337,1.4482085518948633,1.2469497611775788,0.1902145688716806,0.006355875683718263,-1.2396230704465656,1.0293109716896143,-0.2550368025363731,0.6097669082927474,0.22923721812355893
1997,X1002,108.5,37.1,12.668730402387018,472.75818465449754,2.528529558678907,4.678256699894769,7.5344809895716,13.211981839869663,17.178710120693268,21.63112139879766,24.31207520351563,22.60019531922523,19.25772477217353,43.54065653152511,54.93354466536937,56.661918818626475,42.33895938066439,53.40277726000496,50.57986961295663,54.78683144329409,57.065166978039144,66.51119550343837,0.2881738292313937,0.5470691314231367,1.4993159669024918,-1.5842637368577241,-0.2611968208687585,0.03817186354147254,-1.555560340617808,0.07668047048190747,-2.35580591273408,-0.3674906166108854
1998,X1002,108.5,37.1,13.56221508986031,388.3685825696335,2.561267137718826,5.981690572441156,8.228156411795744,15.205239309511366,18.655497302430376,22.484540624869215,25.524769371510963,23.498448018589706,18.754720042524845,41.59306292272068,38.13389370040274,46.86393978085451,48.402345271230004,30.420682277202104,34.340334981696856,36.55791420499906,42.85618257900831,46.608670904781725,2.1560856448453367,0.27504015123207315,-0.17434368140023182,-0.7148807746108157,0.9852825657091614,-0.011902471223663313,0.34175456815201544,-0.0006791646074836991,0.550577342548478,0.37854824229387446
1999,X1002,108.5,37.1,13.5064800022768,462.4537082029194,3.5095464713108084,5.5812230359944115,9.812335649470972,11.967123054339005,18.479221899221788,23.291111580727968,24.122228393203965,21.834384803274407,17.398451957164266,52.13572072579441,44.176149673677685,52.72299479974025,51.19912368135739,46.69220434689416,42.23376713297852,53.33861490369593,52.07306231022736,50.14485038625371,0.8724144370570032,0.20133443822482613,-0.5960315359727529,-0.3585939500735985,-0.061930948579204066,0.12319077317334337,1.336415170755952,1.6880772408916276,-0.46894531205884443,0.3039922570464836
2000,X1002,108.5,37.1,12.942237147250962,425.7847394735659,3.2783381574252313,5.608466225802334,8.615745261736489,12.210895882143003,18.248126083116745,22.44111148506584,24.76995211136825,22.432063379160187,18.205327127424404,30.992419792497177,46.25244491553522,54.494560561032095,62.14662241371905,50.33104503578288,44.89191407048339,33.249806156667795,49.593126499708454,53.6270046877095,1.013665760007033,0.243211710654849,-0.955471366841166,0.5535038411914245,1.6898795293565858,-0.2623985740206567,-0.8024460675959331,-0.32967681048755815,-0.013178644122305348,0.12634326423803033
2001,X1002,108.5,37.1,13.175607388747276,475.7533136193842,3.5201915342684207,4.908147139496575,9.159747194466389,11.944354708844715,18.432610809154784,21.060562074047226,23.953742143875292,22.806531817762988,18.548870589266752,48.42005869221287,52.39189981554323,67.81339962904207,37.16715889331089,53.99249555818281,61.50357199995325,46.58397733003473,53.070703933674935,39.248190703033316,-1.6087791363698718,0.7221090222044116,-0.32714360015432026,-1.3126848467029635,-0.4733789495330511,0.6044343995551278,0.5512317172135621,1.0477341721595803,-0.5039968517257415,-0.14449711926147404
2002,X1002,108.5,37.1,13.169025369967533,460.73525584886426,3.9691018193017475,4.869378520618622,9.935578282206098,12.902249513773633,19.79898692386784,20.793286246909865,25.396893271470965,21.971041208613794,19.147564058230586,52.05081263332559,46.65937715344618,42.10510381617854,41.911584767824024,58.010365771641844,55.79589834524578,49.30836088164747,50.92696378129536,42.47999423113894,-0.13256744698926726,0.8858411117177848,-0.9075919954733179,0.5211375144393836,-0.461446863154594,-1.527569266253622,1.0616788318809716,-1.3739471578514193,-0.4648277333134064,-0.26658811166638746
2003,X1002,108.5,37.1,13.882701374189736,416.0115682489553,4.636744113246063,5.523900116864646,9.807830031574634,15.39033935563393,19.791333903123196,22.951649720537514,24.35950893613389,23.90421038975554,20.20238915818527,67.94401671904534,40.02518724285136,60.66595820813113,30.445229705390858,52.105571663514304,49.96717179065337,56.6344768023753,37.89941932634475,47.683679120466046,-1.8617597537365473,-0.6300652183072499,-0.01700358267398227,0.19451308258922834,2.791971166364041,-0.5093949936499329,0.020851016457012695,-1.1520024614842568,-1.886396597996423,-0.3388097047153456
2004,X1002,108.5,37.1,13.849341962763226,483.71811343873725,2.748989530911998,4.497509247012328,9.340636674982639,15.182962592238374,17.65882888339074,23.394779448919493,24.9544832672583,23.607887999439853,18.365660681199074,56.19627751015047,50.63850638220499,49.75325306175911,51.671059540526514,64.86268192090795,55.874871401587484,54.43597629393101,67.57224496649268,51.0649725197753,1.432837566672641,-0.6758122959072727,0.5311489133594557,-0.32310328942580074,-0.06849627644987176,-0.6432392357586125,-0.29538671129326194,-0.7005908760038099,0.40285179956609257,-0.03775448947116003
2005,X1002,108.5,37.1,13.195092740715266,468.96230860626605,5.072745433122906,3.951059706142354,7.297395638604348,12.40453631700967,18.789730180061472,21.62616473934857,24.657077610862363,23.95446974056892,17.99423024679815,60.95460568845709,29.411905445112605,60.45225048822608,60.099956911065064,51.112594560572575,62.1422888049435,66.51655202427075,71.43512899718897,71.51941613411485,0.05552552931562209,-0.14121719967410357,-0.07810128600356411,-2.6744902903031136,0.698156780970632,2.3493556945678784,0.5658335488614014,-1.4214788449588278,-0.9946916974424368,-0.18234530718516798
2006,X1002,108.5,37.1,13.18462970583338,513.7820792538024,3.5865447612334105,5.695132612973504,9.467453476965524,12.295446722098427,17.429501139005552,22.729220493670653,24.253598943605322,21.698150970346617,18.81345130347282,71.25419461814427,57.15081650689317,53.92725256857408,70.744821282058,55.12958007195119,50.94867837151676,41.701861995872854,52.17490967153139,75.75690401000368,1.1638047132536464,0.11936481908700643,-0.005873957527278068,0.9896393202180513,0.10230140229512603,-1.2639047390050024,0.14429202577258377,0.17551025490535685,0.012904455906803555,0.159782032767366
2007,X1002,108.5,37.1,13.69797997504247,419.78396854464944,3.822037640927,4.415357063632775,8.961474835672984,13.502895892255438,19.180010026582575,22.460114864918545,25.05013868896751,24.5161219414009,20.634166591485467,43.71122541285092,40.20534936454402,47.02855452703084,48.626923225266786,52.103896997362284,54.76819824864969,43.81873548267079,53.91200892199145,47.46232496858281,1.2273716413780353,-0.27881263372055526,0.14025560234680312,0.2702561703607004,1.1325252625551097,-0.0041035069687258546,-1.0366038826469541,-1.6956217987868467,1.0340098559800537,0.0876974122775134
2008,X1002,108.5,37.1,13.886109803938757,513.977901080532,3.9600829740677495,5.955388008882738,10.029602996682874,13.457279262699606,18.323071788371248,23.236826927776587,25.830785142796234,24.369156490401934,18.501310984131955,61.35514142629234,58.87329397980179,51.475132838327355,44.88356638827462,48.80256779975317,69.06347373534038,59.64484005264918,51.017422881523146,57.874310915347415,0.6108484515486529,-0.5401467818003458,-0.7650150070807687,-1.7764015233277912,1.0885490415587082,0.5879224609068647,0.6693890693838255,0.5619206231441555,-2.027591566800901,-0.17672502582973337
2009,X1002,108.5,37.1,13.708843250720177,465.49872310441896,3.7654293910054544,3.8277803650313533,9.608998118147351,13.503014083620274,19.538850159000663,22.62569864279045,24.29269760612567,23.292228822085157,19.287120699828947,58.447137506933764,49.58235241087349,47.73324715198138,28.702428344863577,31.3055912536887,43.367579977238094,50.28329488163658,43.812457982877675,36.58072186609283,-0.03683066905868326,-0.021804189852989847,1.3092334897452922,-0.35871731060260004,-0.23466349182479998,-0.7170842594599725,2.6038556784393108,0.6447293214888808,-0.8283529636790821,0.26226284502170627
2010,X1002,108.5,37.1,12.912004053543852,395.9469659098112,2.1766190209127836,3.8225551239729754,8.817045501418367,12.098493800091887,16.62799846865951,22.422071026153176,22.679159793368857,20.86936140344694,18.661627535795922,61.898189169451605,44.39751104914566,50.858866523639215,50.70794884035506,67.54646273734666,34.09105785574756,39.45304966677409,39.60346335575379,44.53583968839417,-0.2072965323464338,-0.08225517570292921,0.1426915902933518,1.9780043811837977,0.27403194483813775,0.8294156110922379,0.6679063960123212,0.35644473214724803,-0.26637565192875245,0.4102852550654421
2011,X1002,108.5,37.1,14.056901271565403,377.47440352594253,5.288813731649618,6.590926766621291,10.137267757201524,14.046813643999739,19.232826632112697,23.707799673142475,25.427260949258585,25.149195947431007,20.42888609049716,52.88129906842772,27.026189790349246,36.72962109961534,51.71397075121989,63.24484905177936,36.07246513385368,47.94212579349226,54.220890386758015,43.00133040119453,-1.2180659551955204,1.9552649773995154,-0.8682007988022243,-0.7400775841326328,0.2683730755095696,0.055177823944244045,-0.9173434284822864,1.676287891168612,0.5206679848840725,0.08134266514370554
2012,X1002,108.5,37.1,14.132175173592815,445.77184487393157,4.126737863552235,7.190451330989291,9.716042467941158,13.84718527672227,19.505164718466588,23.855653820938368,25.857987867415925,23.378344380671475,18.265484827351322,41.046942996434474,58.369200637165534,58.35614180555101,52.73651704594331,52.4990294526452,33.01627769151368,52.72049167138521,33.79682121767752,57.78698189140218,-0.3152504179395398,0.2422968133686014,-0.21341039263913958,-0.08020001395459285,-1.1138427882153292,-0.16879758805784265,-0.06307128280046884,0.2066545915240505,0.5446477154117998,-0.10677481814471794
2013,X1002,108.5,37.1,13.997135060368716,458.2853741987773,3.4752862294245235,4.957532748379283,9.19520228356708,13.343126308049557,19.674212477849473,23.857562139425312,24.359926103496427,23.069127247105953,17.699096034538776,44.68359055728683,55.0777046765962,40.044180343787176,62.78196308820789,54.58738316350239,61.58163979743935,42.955312991698634,58.04175538588546,39.82730785470006,0.6918098770528872,1.4407430514624302,1.426170276836913,-0.531305233692426,-0.8822874066874408,-0.16575947096313604,1.5710702779648078,-1.362288161879607,-1.513273001258948,0.07498668987060898
2014,X1002,108.5,37.1,13.021791869568156,451.27037178243984,1.6623989037311737,5.974511950306807,10.334429560155606,12.912317542555702,19.936255316416133,22.20859251940516,23.617869637471458,22.604731155179568,19.168153998174876,58.069243018936845,29.838441888424743,31.338976694983607,35.446449546423715,44.21507714454781,37.152346202440356,42.49537231975006,41.913293084075406,38.936075403644594,2.1195187100513055,1.4192239460189604,1.7799685657465616,1.6784014352544314,-0.07084835857881062,0.11064934402315901,-0.9276391278013848,0.1483766909603271,-1.000259278972185,0.584154658522485
2015,X1002,108.5,37.1,13.234042561882655,416.81889544225714,3.931759181907415,5.311635668148422,9.716324641369413,13.247719084906501,17.499071146828634,22.649624500858216,24.30990845582858,24.286771714732108,19.318024779409,43.350029929318914,47.52618385847855,37.359901555812826,37.715459907934644,40.54760509107144,51.23406726220489,41.11117890212534,61.76711380412077,51.047949695264165,-0.26854654852732796,1.015787715984614,-0.7349222949495545,-0.6443529656043715,1.347259480921411,-1.306612247675978,-0.14964236569858064,-0.37960500379001677,-0.7335952993672727,-0.20602550318967525
2016,X1002,108.5,37.1,14.304325967523816,482.00214088516935,4.846097300405061,6.322740049637261,10.817654333911547,12.702566676050548,18.98054726996076,23.334297799152488,24.83269416702611,24.452946029617742,21.210279076326113,54.68254541370336,57.66920945764581,55.58317528305846,41.57535495383103,38.67528325934208,37.35398017073047,56.366532424897876,33.16216533100224,59.98444017795666,-0.20213555333894795,0.45192515812996376,-1.3267311067393341,1.55266042498475,-0.059070025454399544,-1.8933652703493453,1.2335202926112527,-1.273286210204081,-1.221939656877403,-0.30426910524861606
2017,X1002,108.5,37.1,13.46593041176788,435.0866994606013,3.9357179951788273,5.912443607610435,11.483027301774083,12.935214302612337,18.100590558221228,21.375019492625103,23.58845791541867,24.362463135364475,18.06344715903431,52.86033230926306,48.66320703055548,37.840618526583796,40.10097448241909,29.591247324357536,46.31326288417209,49.1344197675813,45.30295744465873,58.276730211660286,-1.3245554497378837,0.046498543186305266,-1.0038165556784084,0.38072054611883105,-0.8967183376512194,0.8125705810012488,0.6373611846835914,0.33271193983299213,0.2582368018123233,-0.08411008293691331
2018,X1002,108.5,37.1,14.094297552010616,460.8311759851027,4.5197429173370995,5.810485002320761,9.197645895477132,14.059263094131634,19.504704179816326,23.503576131581323,26.478341775848946,23.694854287872385,17.96567064897782,45.755177444853274,46.9775228637354,43.15389319136584,40.81140386671775,49.839748486904234,50.512349365466,40.820748871531706,39.759104503482476,54.90309542964872,0.4715869436079163,-0.8186616290442069,-0.17200516089383291,0.49662285941428497,0.13076169490886125,1.562581220529143,-1.342197431638,-1.5567691755913655,0.7228290777564583,-0.05613906677230464
2019,X1002,108.5,37.1,14.155047307146708,425.57824067826476,5.024854316850961,5.639064509658306,10.564550039085738,14.011493549744763,18.535022216967445,22.815935333158897,26.092267375087637,23.84605001893683,20.361653230658934,48.84075795486826,44.75052401985015,37.24387319832232,54.05148380444834,49.34790721332461,46.50372068951206,48.28554928798746,46.07213175854242,35.320332298300386,0.654491789693032,1.857149160671793,1.6980265666932324,0.10553826870755047,-0.2535196032031303,0.08464625041194504,-0.6213938224099832,0.2810306845345979,0.3744882718762506,0.4644952852194764
